TeacherID,Date,"A1 - The teacher explains complex concepts in a clear and understandable manner.","A2 - The teacher breaks down difficult material into manageable and logical learning steps.","A3 - The teacher uses relevant examples and real-world applications to illustrate topics effectively.","B1 - The teacher effectively uses digital tools (presentations, videos, apps, online resources) to enhance learning.","B2 - The teacher uses technology to provide timely and constructive feedback on assignments.","B3 - The digital materials and resources shared by the teacher are easily accessible and helpful for self-study.","C1 - The teacher makes lessons engaging and maintains my interest throughout the class.","C2 - The teacher creates a supportive environment where I feel comfortable asking questions and seeking help.","C3 - The teacher encourages active participation, critical thinking, and meaningful interaction with the material."
T001,19/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree"
T001,23/05/2024,"Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree"
T001,26/05/2024,"Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,25/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree"
T001,25/05/2024,"Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree"
T001,21/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,24/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
T001,15/05/2024,"Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Agree"
T001,28/05/2024,"Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,27/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,23/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,19/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Agree"
T001,22/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Agree"
T001,24/05/2024,"Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree"
T001,27/05/2024,"Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree"
T001,17/05/2024,"Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree"
T001,24/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Strongly Agree","Neutral"
T001,21/05/2024,"Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree"
T001,28/05/2024,"Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
T001,22/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree"
T001,22/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,19/05/2024,"Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Neutral"
T001,27/05/2024,"Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,22/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
T001,26/05/2024,"Strongly Agree","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree"
T001,19/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree"
T001,21/05/2024,"Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree"
T001,22/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,23/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,15/05/2024,"Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,21/05/2024,"Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,27/05/2024,"Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
T001,26/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree"
T001,22/05/2024,"Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,27/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Agree"
T001,26/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Strongly Agree"
T001,27/05/2024,"Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,21/05/2024,"Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Agree"
T001,25/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,20/05/2024,"Strongly Agree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,21/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree"
T001,27/05/2024,"Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree"
T001,16/05/2024,"Strongly Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree"
T001,29/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree"
T001,20/05/2024,"Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
T001,24/05/2024,"Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree"
T001,25/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Neutral","Strongly Agree"
T001,20/05/2024,"Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Disagree"
T001,24/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree"
T001,26/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,27/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,30/05/2024,"Neutral","Agree","Strongly Agree","Neutral","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,21/05/2024,"Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree"
T001,25/05/2024,"Strongly Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Agree","Neutral","Strongly Agree"
T001,27/05/2024,"Strongly Agree","Neutral","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree"
T001,21/05/2024,"Agree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
T001,22/05/2024,"Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree"
T001,26/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,25/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
T001,19/05/2024,"Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,22/05/2024,"Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
T001,25/05/2024,"Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,30/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,22/05/2024,"Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral"
T001,18/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree"
T001,24/05/2024,"Agree","Strongly Disagree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,19/05/2024,"Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree"
T001,19/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,23/05/2024,"Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Disagree","Strongly Agree"
T001,25/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral"
T001,19/05/2024,"Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,21/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree"
T001,19/05/2024,"Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree"
T001,29/05/2024,"Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,20/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree"
T001,22/05/2024,"Agree","Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Neutral"
T001,18/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree"
T001,16/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,26/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral"
T001,27/05/2024,"Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree"
T001,28/05/2024,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral"
T001,26/05/2024,"Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
T001,19/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral"
T001,28/05/2024,"Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Agree"
T001,21/05/2024,"Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly Agree"
T001,23/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
T001,17/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,27/05/2024,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
T001,21/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Neutral"
T001,17/05/2024,"Strongly Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree"
T001,24/05/2024,"Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree"
T001,23/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,30/05/2024,"Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
T001,25/05/2024,"Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree"
T001,19/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree"
T001,22/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,27/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Disagree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Strongly Agree"
T001,22/05/2024,"Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree"
T001,27/05/2024,"Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Strongly Agree","Neutral","Neutral","Strongly Agree"
T001,25/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral"
T001,19/05/2024,"Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree"
T001,16/05/2024,"Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree"
T001,21/05/2024,"Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree"
T001,30/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
T001,26/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree"
T001,29/05/2024,"Agree","Neutral","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree"
T001,20/05/2024,"Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree"
T001,22/05/2024,"Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Agree"
T001,26/05/2024,"Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree"
T001,23/05/2024,"Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree"
T001,25/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
T001,27/05/2024,"Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
T001,16/05/2024,"Neutral","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree"
T001,24/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
T001,23/05/2024,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree"
T001,25/05/2024,"Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Strongly Agree"
T001,23/05/2024,"Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Disagree","Strongly Agree"
T001,25/05/2024,"Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree"
T001,18/05/2024,"Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree"
